id_index,id_index_new,start_time,end_time,work_place_id,institution_id,institution,position_id,position
00261000000015682000,00261000000015682022,2015-9-1,2015-7-1,00161012400000000000,00461012400033655000,周至县委,00461012400033655003,书记
00261000000015682000,00261000000015682002,2006-9-1,2007-11-1,00143112400000000000,00443112400001363000,街道党工委,00443112400001363068,主持
00261000000015682000,00261000000015682005,1992-7-1,1994-7-1,00190000100000000000,00490000100033656000,未央区人事局,00490000100033656006,干部
00261000000015682000,00261000000015682006,1994-7-1,1998-4-1,00190000100000000000,00490000100033657000,未央区政府办,00490000100033657121,秘书
00261000000015682000,00261000000015682007,1994-7-1,1998-4-1,00190000100000000000,00490000100033657000,未央区政府办,00490000100033657019,科长
00261000000015682000,00261000000015682008,1998-4-1,2003-6-1,00190000100000000000,00490000100000273000,街道党委,00490000100000273001,副书记
00261000000015682000,00261000000015682009,1998-4-1,2003-6-1,00190000100000000000,00490000100000792000,党工委,00490000100000792001,副书记
00261000000015682000,00261000000015682010,2003-6-1,2005-8-1,00161010000000000000,00461010000031262000,西安市未央区委,00461010000031262039,副主任
00261000000015682000,00261000000015682011,2005-8-1,2007-11-1,00190000100000000000,00490000100001363000,街道党工委,00490000100001363001,副书记
00261000000015682000,00261000000015682012,2005-8-1,2007-11-1,00190000100000000000,00490000100001363000,街道党工委,00490000100001363013,主任
00261000000015712000,00261000000015712001,1985-1-1,1998-1-1,00112000000000000000,00412000000004256000,天津音乐学院附中,00412000000004256031,教师
00261000000015712000,00261000000015712002,2004-1-1,0-1-1,00150023400000000000,00450023400001400000,系,00450023400001400026,员工
00261000000015790000,00261000000015790016,2011-6-1,2016-5-1,00161082200000000000,00461082200004612000,府谷县委,00461082200004612001,副书记
00261000000015790000,00261000000015790017,2011-6-1,2016-5-1,00161082200000000000,00461082200014232000,府谷县人民政府,00461082200014232040,县长
00261000000015790000,00261000000015790018,2014-1-1,2016-5-1,00161082200000000000,00461082200004612000,府谷县委,00461082200004612001,副书记
00261000000015790000,00261000000015790019,2014-1-1,2016-5-1,00161082200000000000,00461082200014232000,府谷县人民政府,00461082200014232040,县长
00261000000015790000,00261000000015790020,2014-1-1,2016-5-1,00161082200000000000,00461082200000146000,区管委会,00461082200000146013,主任
00261000000015790000,00261000000015790021,2016-5-1,0-1-1,00161082800000000000,00461082800021974000,佳县县委,00461082800021974003,书记
00261000000015790000,00261000000015790002,1981-7-1,1983-1-1,00161082900000000000,00461082900028115000,吴堡县统计局,00461082900028115026,员工
00261000000015790000,00261000000015790003,1983-1-1,1989-6-1,00161082900000000000,00461082900028116000,吴堡县计划委员会,00461082900028116010,委员
00261000000015790000,00261000000015790004,1983-1-1,1989-6-1,00161082900000000000,00461082900028117000,吴堡县计划局,00461082900028117026,员工
00261000000015790000,00261000000015790005,1989-6-1,1993-6-1,00161082900000000000,00461082900028116000,吴堡县计划委员会,00461082900028116039,副主任
00261000000015790000,00261000000015790006,1993-5-1,1995-9-1,00161082900000000000,00461082900028116000,吴堡县计划委员会,00461082900028116013,主任
00261000000015790000,00261000000015790007,1995-8-1,1997-12-1,00161082900000000000,00461082900028117000,吴堡县计划局,00461082900028117012,局长
00261000000015790000,00261000000015790008,1997-12-1,2006-5-1,00161083100000000000,00461083100028118000,子洲县人民政府,00461083100028118045,副县长
00261000000015790000,00261000000015790009,1997-12-1,2006-5-1,00161083100000000000,00461083100000081000,党组,00461083100000081022,成员
00261000000015790000,00261000000015790012,2006-5-1,2011-6-1,00161080000000000000,00461080000003155000,榆林市人民政府,00461080000003155014,副秘书长
00261000000015790000,00261000000015790013,2006-5-1,2011-6-1,00161080000000000000,00461080000003155000,榆林市人民政府,00461080000003155013,主任
00261000000015790000,00261000000015790014,2006-5-1,2011-6-1,00161080000000000000,00461080000003155000,榆林市人民政府,00461080000003155003,书记
00261000000015790000,00261000000015790015,2006-5-1,2011-6-1,00161080000000000000,00461080000028119000,榆林商会,00461080000028119126,会长
00261000000015798000,00261000000015798013,1993-9-1,1995-9-1,00115082200000000000,00415082200000214000,常委,00415082200000214023,常委
00261000000015798000,00261000000015798014,1993-9-1,1995-9-1,00115082200000000000,00415082200000214000,常委,00415082200000214013,主任
00261000000015798000,00261000000015798016,2000-11-1,2002-5-1,00115082600000000000,00415082600001523000,杭锦后旗旗委,00415082600001523001,副书记
00261000000015798000,00261000000015798017,2002-6-1,2004-7-1,00115082600000000000,00415082600001523000,杭锦后旗旗委,00415082600001523001,副书记
00261000000015798000,00261000000015798018,2002-6-1,2004-7-1,00115082600000000000,00415082600001523000,杭锦后旗旗委,00415082600001523222,旗长
00261000000015798000,00261000000015798019,2004-7-1,2006-10-1,00115082600000000000,00415082600001523000,杭锦后旗旗委,00415082600001523003,书记
00261000000015798000,00261000000015798021,2010-9-1,0-1-1,00115080000000000000,00415080000004771000,巴彦淖尔市政府,00415080000004771015,副市长
00261000000015798000,00261000000015798004,1976-6-1,1982-4-1,00115082200000000000,00415082200040460000,磴口县协成公社管委会,00415082200040460039,副主任
00261000000015798000,00261000000015798008,1987-7-1,1989-10-1,00115082200000000000,00415082200000422000,乡党委,00415082200000422003,书记
00261000000015798000,00261000000015798009,1989-10-1,1990-10-1,00115082200000000000,00415082200040461000,区指挥部,00415082200040461001,副书记
00261000000015798000,00261000000015798010,1989-10-1,1990-10-1,00115082200000000000,00415082200040461000,区指挥部,00415082200040461271,副总指挥
00261000000015798000,00261000000015798011,1989-10-1,1990-10-1,00115082200000000000,00415082200040461000,区指挥部,00415082200040461003,书记
00261000000015798000,00261000000015798012,1990-10-1,1993-9-1,00115082200000000000,00415082200004770000,磴口县委,00415082200004770013,主任
00261000000015839000,00261000000015839001,1993-9-1,1996-3-1,00131020000000000000,00431020000004916000,东北大学,00431020000004916044,研究生
00261000000015839000,00261000000015839010,1988-3-1,1990-2-1,00121030000000000000,00421030000060069000,鞍山市政府信息办公室,00421030000060069013,主任
00261000000015839000,00261000000015839011,1990-2-1,1993-8-1,00121030000000000000,00421030000060070000,鞍山市冶金工业局,00421030000060070001,副书记
00261000000015839000,00261000000015839012,1993-8-1,1993-11-1,00121030000000000000,00421030000060071000,鞍山市政府政研室,00421030000060071013,主任
00261000000015839000,00261000000015839013,1993-11-1,1994-5-1,00121030000000000000,00421030000060072000,鞍山市政府办公厅,00421030000060072039,副主任
00261000000015839000,00261000000015839016,1999-3-1,1999-9-1,00121030000000000000,00421030000008098000,鞍山市委,00421030000008098113,秘书长
00261000000015839000,00261000000015839017,1999-9-1,2003-4-1,00121030000000000000,00421030000008098000,鞍山市委,00421030000008098023,常委
00261000000015839000,00261000000015839018,1999-9-1,2003-4-1,00121030000000000000,00421030000008098000,鞍山市委,00421030000008098113,秘书长
00261000000015839000,00261000000015839019,2003-4-1,2004-8-1,00121030000000000000,00421030000008098000,鞍山市委,00421030000008098001,副书记
00261000000015839000,00261000000015839020,2004-8-1,2007-2-1,00121000000000000000,00421000000008097000,辽宁省委,00421000000008097014,副秘书长
00261000000015839000,00261000000015839002,1996-9-1,1999-6-1,00121000000000000000,00421000000000823000,辽宁大学,00421000000000823044,研究生
00261000000015839000,00261000000015839021,2007-2-1,2008-2-1,00121000000000000000,00421000000008096000,辽宁省委政策研究室,00421000000008096013,主任
00261000000015839000,00261000000015839022,2007-2-1,2008-2-1,00121000000000000000,00421000000008097000,辽宁省委,00421000000008097013,主任
00261000000015839000,00261000000015839023,2008-2-1,2009-1-1,00121040000000000000,00421040000008106000,抚顺市委,00421040000008106001,副书记
00261000000015839000,00261000000015839024,2008-2-1,2009-1-1,00121040000000000000,00421040000008106000,抚顺市委,00421040000008106133,代市长
00261000000015839000,00261000000015839025,2009-1-1,2010-8-1,00121040000000000000,00421040000008106000,抚顺市委,00421040000008106001,副书记
00261000000015839000,00261000000015839026,2009-1-1,2010-8-1,00121040000000000000,00421040000008106000,抚顺市委,00421040000008106080,市长
00261000000015839000,00261000000015839027,2010-8-1,2011-1-1,00121030000000000000,00421030000008098000,鞍山市委,00421030000008098001,副书记
00261000000015839000,00261000000015839028,2010-8-1,2011-1-1,00121030000000000000,00421030000008098000,鞍山市委,00421030000008098133,代市长
00261000000015839000,00261000000015839029,2011-1-1,2012-1-1,00121030000000000000,00421030000008098000,鞍山市委,00421030000008098001,副书记
00261000000015839000,00261000000015839030,2011-1-1,2012-1-1,00121030000000000000,00421030000008098000,鞍山市委,00421030000008098080,市长
00261000000015839000,00261000000015839031,2012-1-1,2013-1-1,00121090000000000000,00421090000012289000,阜新市委,00421090000012289003,书记
00261000000015839000,00261000000015839032,2013-1-1,2016-3-1,00121000000000000000,00421000000008107000,辽宁省人大常委会,00421000000008107039,副主任
00261000000015839000,00261000000015839007,1984-1-1,1985-10-1,00121030000000000000,00421030000060073000,鞍山市委办公厅,00421030000060073053,干事
00261000000015839000,00261000000015839008,1985-10-1,1986-12-1,00121030000000000000,00421030000060073000,鞍山市委办公厅,00421030000060073121,秘书
00261000000015839000,00261000000015839009,1986-12-1,1988-3-1,00121030000000000000,00421030000060073000,鞍山市委办公厅,00421030000060073121,秘书
00261000000015875000,00261000000015875012,2003-1-1,2006-9-1,00131020000000000000,00431020000000307000,县委,00431020000000307001,副书记
00261000000015875000,00261000000015875013,2003-1-1,2006-9-1,00131020000000000000,00431020000000307000,县委,00431020000000307003,书记
00261000000015875000,00261000000015875014,2006-9-1,2009-8-1,00161070000000000000,00461070000020791000,汉中市纪委,00461070000020791001,副书记
00261000000015875000,00261000000015875015,2009-8-1,2013-6-1,00161070000000000000,00461070000020791000,汉中市纪委,00461070000020791001,副书记
00261000000015875000,00261000000015875016,2009-8-1,2013-6-1,00161070000000000000,00461070000001306000,市政府党组,00461070000001306022,成员
00261000000015875000,00261000000015875017,2009-8-1,2013-6-1,00161070000000000000,00461070000001323000,市监察局,00461070000001323012,局长
00261000000015875000,00261000000015875018,2013-6-1,2016-7-1,00161000000000000000,00461000000011732000,陕西理工学院,00461000000011732010,委员
00261000000015875000,00261000000015875019,2013-6-1,2016-7-1,00161000000000000000,00461000000011732000,陕西理工学院,00461000000011732010,委员
00261000000015875000,00261000000015875020,2013-6-1,2016-7-1,00161000000000000000,00461000000011732000,陕西理工学院,00461000000011732003,书记
00261000000015875000,00261000000015875021,2016-7-1,0-1-1,00161000000000000000,00461000000011734000,陕西理工大学,00461000000011734010,委员
00261000000015875000,00261000000015875022,2016-7-1,0-1-1,00161000000000000000,00461000000011734000,陕西理工大学,00461000000011734010,委员
00261000000015875000,00261000000015875023,2016-7-1,0-1-1,00161000000000000000,00461000000011734000,陕西理工大学,00461000000011734003,书记
00261000000015875000,00261000000015875003,1979-12-1,1983-9-1,00161072300000000000,00461072300020792000,洋县县委,00461072300020792053,干事
00261000000015875000,00261000000015875005,1983-9-1,1990-1-1,00161072300000000000,00461072300020793000,二龙乡党委,00461072300020793003,书记
00261000000015875000,00261000000015875009,1996-4-1,1997-10-1,00161072300000000000,00461072300020794000,磨子桥镇党委,00461072300020794003,书记
00261000000015875000,00261000000015875010,1997-10-1,2003-1-1,00161072300000000000,00461072300020792000,洋县县委,00461072300020792023,常委
00261000000015875000,00261000000015875011,1997-10-1,2003-1-1,00161072300000000000,00461072300020792000,洋县县委,00461072300020792003,书记
00261000000015887000,00261000000015887011,2005-2-1,2005-11-1,00161010000000000000,00461010000037103000,西安市阎良区委,00461010000037103001,副书记
00261000000015887000,00261000000015887012,2005-2-1,2005-11-1,00161010000000000000,00461010000000472000,区政府,00461010000000472005,区长
00261000000015887000,00261000000015887013,2005-11-1,2008-8-1,00161010000000000000,00461010000037103000,西安市阎良区委,00461010000037103003,书记
00261000000015887000,00261000000015887015,2008-8-1,2010-6-1,00161010000000000000,00461010000033463000,西安市灞桥区委,00461010000033463003,书记
00261000000015887000,00261000000015887016,2009-12-1,2010-6-1,00161010000000000000,00461010000039428000,西安市纺织城区综合发展办公室,00461010000039428003,书记
00261000000015887000,00261000000015887017,2010-6-1,2011-8-1,00161080000000000000,00461080000007813000,榆林市委,00461080000007813001,副书记
00261000000015887000,00261000000015887018,2011-8-1,2012-1-1,00161080000000000000,00461080000007813000,榆林市委,00461080000007813001,副书记
00261000000015887000,00261000000015887019,2011-8-1,2012-1-1,00161080000000000000,00461080000000028000,市政府,00461080000000028015,副市长
00261000000015887000,00261000000015887020,2011-8-1,2012-1-1,00161080000000000000,00461080000000028000,市政府,00461080000000028133,代市长
00261000000015887000,00261000000015887021,2012-1-1,2015-6-1,00161080000000000000,00461080000007813000,榆林市委,00461080000007813001,副书记
00261000000015887000,00261000000015887022,2012-1-1,2015-6-1,00161080000000000000,00461080000000028000,市政府,00461080000000028080,市长
00261000000015887000,00261000000015887023,2015-6-1,2016-2-1,00161050000000000000,00461050000007655000,渭南市委,00461050000007655003,书记
00261000000015887000,00261000000015887024,2015-6-1,2016-2-1,00161050000000000000,00461050000000756000,市人大常委会,00461050000000756013,主任
00261000000015887000,00261000000015887025,2016-2-1,2017-2-1,00161050000000000000,00461050000007655000,渭南市委,00461050000007655003,书记
00261000000015887000,00261000000015887026,2016-2-1,2017-2-1,00161050000000000000,00461050000000756000,市人大常委会,00461050000000756013,主任
00261000000015887000,00261000000015887002,1988-8-1,1990-9-1,00161000000000000000,00461000000039429000,陕西省延安财经学校,00461000000039429069,老师
00261000000015887000,00261000000015887004,1993-7-1,1995-3-1,00161010000000000000,00461010000039430000,西安市财政局,00461010000039430026,员工
00261000000015887000,00261000000015887005,1995-3-1,1997-5-1,00161010000000000000,00461010000039430000,西安市财政局,00461010000039430008,副处长
00261000000015887000,00261000000015887006,1997-5-1,1998-9-1,00161010000000000000,00461010000039430000,西安市财政局,00461010000039430009,处长
00261000000015887000,00261000000015887007,1998-9-1,2000-11-1,00161010000000000000,00461010000039430000,西安市财政局,00461010000039430009,处长
00261000000015887000,00261000000015887008,2000-11-1,2002-7-1,00161010000000000000,00461010000039430000,西安市财政局,00461010000039430020,副局长
00261000000015887000,00261000000015887009,2002-7-1,2005-2-1,00161010000000000000,00461010000037103000,西安市阎良区委,00461010000037103001,副书记
00261000000015887000,00261000000015887010,2002-7-1,2005-2-1,00161010000000000000,00461010000000472000,区政府,00461010000000472005,区长
00261000000016274000,00261000000016274001,2004-9-1,2006-7-1,00131020000000000000,00431020000001281000,中央党校在职研究生,00431020000001281044,研究生
00261000000016274000,00261000000016274015,2003-4-1,2005-11-1,00161020000000000000,00461020000000123000,中共,00461020000000123001,副书记
00261000000016274000,00261000000016274016,2005-11-1,2013-1-1,00161000000000000000,00461000000000123000,中共,00461000000000123003,书记
00261000000016274000,00261000000016274017,2013-1-1,2015-9-1,00161000000000000000,00461000000000123000,中共,00461000000000123043,副部长
00261000000016274000,00261000000016274002,1975-10-1,1978-10-1,00161000000000000000,00461000000043113000,陕西省蓝田县史家寨公社,00461000000043113001,副书记
00261000000016274000,00261000000016274004,1982-8-1,1983-5-1,00161010000000000000,00461010000000030000,西安交通大学,00461010000000030026,员工
00261000000016274000,00261000000016274005,1983-5-1,1986-2-1,00161010000000000000,00461010000000030000,西安交通大学,00461010000000030003,书记
00261000000016274000,00261000000016274006,1983-5-1,1986-2-1,00161010000000000000,00461010000000030000,西安交通大学,00461010000000030010,委员
00261000000016274000,00261000000016274007,1986-2-1,1987-8-1,00163000000000000000,00463000000013888000,青海省政府办公厅,00463000000013888036,负责人
00261000000016274000,00261000000016274010,1987-8-1,1997-5-1,00161000000000000000,00461000000000123000,中共,00461000000000123129,组织员
00261000000016274000,00261000000016274011,1987-8-1,1997-5-1,00161000000000000000,00461000000000123000,中共,00461000000000123114,副组长
00261000000016274000,00261000000016274012,1997-5-1,2001-1-1,00161000000000000000,00461000000000123000,中共,00461000000000123009,处长
00261000000016274000,00261000000016274013,2001-1-1,2003-4-1,00161020000000000000,00461020000000123000,中共,00461020000000123023,常委
00261000000016274000,00261000000016274014,2001-1-1,2003-4-1,00161020000000000000,00461020000000746000,市委组织部,00461020000000746024,部长
00261000000016550000,00261000000016550013,1996-2-1,1997-4-1,00161090000000000000,00461090000045399000,安康地委办,00461090000045399059,副科长
00261000000016550000,00261000000016550014,1997-4-1,1999-7-1,00161090000000000000,00461090000045400000,安康地委办公室,00461090000045400019,科长
00261000000016550000,00261000000016550015,1999-7-1,2001-12-1,00161092500000000000,00461092500019209000,岚皋县委,00461092500019209001,副书记
00261000000016550000,00261000000016550016,2001-12-1,2004-11-1,00161092500000000000,00461092500019209000,岚皋县委,00461092500019209023,常委
00261000000016550000,00261000000016550017,2001-12-1,2004-11-1,00161092500000000000,00461092500019209000,岚皋县委,00461092500019209045,副县长
00261000000016550000,00261000000016550018,2004-11-1,2007-8-1,00161092300000000000,00461092300002075000,宁陕县委,00461092300002075001,副书记
00261000000016550000,00261000000016550019,2004-11-1,2007-8-1,00161092300000000000,00461092300002075000,宁陕县委,00461092300002075040,县长
00261000000016550000,00261000000016550020,2007-8-1,2012-3-1,00161092300000000000,00461092300002075000,宁陕县委,00461092300002075003,书记
00261000000016550000,00261000000016550021,2012-3-1,2017-1-1,00161090000000000000,00461090000011947000,安康市委组织部,00461090000011947043,副部长
00261000000016550000,00261000000016550022,2017-1-1,0-1-1,00161090000000000000,00461090000019210000,安康市人大常委会,00461090000019210039,副主任
00261000000016550000,00261000000016550002,2001-9-1,2004-6-1,00161000000000000000,00461000000000091000,陕西省委党校,00461000000000091044,研究生
00261000000016550000,00261000000016550004,1981-7-1,1984-8-1,00161092900000000000,00461092900045401000,白河县五一小学,00461092900045401031,教师
00261000000016550000,00261000000016550005,1984-8-1,1985-8-1,00161092900000000000,00461092900045402000,白河县松坪小学,00461092900045402046,校长
00261000000016550000,00261000000016550007,1987-7-1,1990-2-1,00161092900000000000,00461092900045403000,白河县文教局,00461092900045403006,干部
00261000000016550000,00261000000016550008,1990-2-1,1995-2-1,00161092900000000000,00461092900021920000,白河县委,00461092900021920006,干部
00261000000016550000,00261000000016550009,1990-2-1,1995-2-1,00161092900000000000,00461092900021920000,白河县委,00461092900021920121,秘书
00261000000016550000,00261000000016550010,1990-2-1,1995-2-1,00161092900000000000,00461092900021920000,白河县委,00461092900021920013,主任
00261000000016550000,00261000000016550011,1990-2-1,1995-2-1,00161092900000000000,00461092900000307000,县委,00461092900000307039,副主任
00261000000016550000,00261000000016550012,1995-2-1,1996-2-1,00161090000000000000,00461090000045400000,安康地委办公室,00461090000045400121,秘书
00261000000017140000,00261000000017140001,1999-10-1,2000-12-1,00111000000000000000,00411000000001160000,北京师范大学,00411000000001160044,研究生
00261000000017140000,00261000000017140017,2002-4-1,2004-4-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749022,成员
00261000000017140000,00261000000017140018,2002-4-1,2004-4-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749020,副局长
00261000000017140000,00261000000017140019,2004-4-1,2005-5-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749012,局长
00261000000017140000,00261000000017140020,2005-5-1,2015-1-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749012,局长
00261000000017140000,00261000000017140021,2005-5-1,2015-1-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749003,书记
00261000000017140000,00261000000017140022,2015-1-1,2016-4-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749012,局长
00261000000017140000,00261000000017140023,2015-1-1,2016-4-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749003,书记
00261000000017140000,00261000000017140024,2016-4-1,0-1-1,00162000000000000000,00462000000002437000,甘肃省政协,00462000000002437039,副主任
00261000000017140000,00261000000017140003,1982-1-1,1992-6-1,00121090000000000000,00421090000000039000,阜新矿业学院,00421090000000039119,获取学位
00261000000017140000,00261000000017140009,1990-3-1,1992-6-1,00162000000000000000,00462000000009750000,庆阳行署,00462000000009750039,副主任
00261000000017140000,00261000000017140010,1992-6-1,1992-12-1,00162000000000000000,00462000000009751000,甘肃省煤炭多种经营公司,00462000000009751011,经理
00261000000017140000,00261000000017140011,1992-6-1,1992-12-1,00162000000000000000,00462000000009751000,甘肃省煤炭多种经营公司,00462000000009751003,书记
00261000000017140000,00261000000017140012,1992-12-1,2000-7-1,00162000000000000000,00462000000009752000,甘肃省地方煤矿公司,00462000000009752011,经理
00261000000017140000,00261000000017140013,1992-12-1,2000-7-1,00162000000000000000,00462000000009752000,甘肃省地方煤矿公司,00462000000009752003,书记
00261000000017140000,00261000000017140014,2000-7-1,2000-11-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749153,副总工
00261000000017140000,00261000000017140015,2000-11-1,2002-4-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749022,成员
00261000000017140000,00261000000017140016,2000-11-1,2002-4-1,00162000000000000000,00462000000009749000,甘肃煤矿安全监察局,00462000000009749154,总工
00261000000017334000,00261000000017334012,2006-9-1,2007-9-1,00161063200000000000,00461063200007815000,黄陵县人民政府,00461063200007815045,副县长
00261000000017334000,00261000000017334013,2007-9-1,2011-9-1,00161063200000000000,00461063200000123000,中共,00461063200000123023,常委
00261000000017334000,00261000000017334014,2007-9-1,2011-9-1,00161063200000000000,00461063200000123000,中共,00461063200000123003,书记
00261000000017334000,00261000000017334015,2011-9-1,0-1-1,00161063200000000000,00461063200004620000,黄陵县委,00461063200004620023,常委
00261000000017334000,00261000000017334016,2011-9-1,2011-9-1,00161063200000000000,00461063200000087000,县人民政府,00461063200000087045,副县长
00261000000017334000,00261000000017334017,2017-4-1,0-1-1,00161060000000000000,00461060000041151000,延安市水务局,00461060000041151012,局长
